id,tokens,time_consumed_millis,memory_consumed_bytes
250935788,"#,include,<,bits/stdc++.h,>,#,define,ll,long,long,#,define,ull,unsigned,long,long,#,define,db,double,#,define,ld,long,double,#,define,INF,1e18,+,7,#,define,inf,1e9,+,7,#,define,MAXN,2000005,#,define,fi,first,#,define,se,secondusing,namespace,std,;,//,//,//,//, ,void,dfs,(,),{,}, ,map,<,int,,,int,>,mp,;,void,solve,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,(,n,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),cin,>>,a,[,i,],;,sort,(,a,.,begin,(,),,,a,.,end,(,),),;,a,.,resize,(,unique,(,a,.,begin,(,),,,a,.,end,(,),),-,a,.,begin,(,),),;,int,ans,=,0,;,int,num,=,0,;,for,(,int,i,=,0,;,i,<,a,.,size,(,),;,i,++,),{,num,=,0,;,for,(,int,j,=,0,;,j,<,a,.,size,(,),;,j,++,),{,if,(,a,[,i,],-,a,[,j,],>=,n,),{,num,++,;,},else,break,;,},//,//,ans,=,max,(,ans,,,i,-,num,+,1,),;,},cout,<<,ans,<<,endl,;,},int,main,(,),{,ios,::,sync_with_stdio,(,0,),;,cin,.,tie,(,0,),;,cout,.,tie,(,0,),;,int,_,=,1,;,cin,>>,_,;,while,(,_,--,),{,solve,(,),;,},}",935,819200
246373833,"#,include,<,bits/stdc++.h,>,using,namespace,std,;,const,int,N,=,2e5,+,10,;,int,a,[,N,],;,int,main,(,),{,int,t,;,cin,>>,t,;,while,(,t,--,),{,int,n,;,cin,>>,n,;,set,<,int,>,s,;,memset,(,a,,,0,,,sizeof,(,a,),),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,int,x,;,cin,>>,x,;,s,.,insert,(,x,),;,},int,cnt,=,1,,,ans,=,1,,,L,=,s,.,size,(,),,,i,=,0,;,for,(,set,<,int,>,::,iterator,it,=,s,.,begin,(,),;,it,!=,s,.,end,(,),;,it,++,),{,a,[,i,],=,*,it,;,i,++,;,},for,(,int,l,=,0,,,r,=,0,;,r,<,L,;,r,++,),{,while,(,a,[,r,],-,a,[,l,],>,n,-,1,),l,++,;,ans,=,max,(,ans,,,r,-,l,+,1,),;,},cout,<<,ans,<<,endl,;,},return,0,;,}",841,7372800
245933159,"/*,*/, ,#,include,<,iostream,>,#,include,<,bits,/,stdc,++,.,h,>, ,//, ,typedef,long,long,int,ll,;,typedef,unsigned,long,long,int,ull,;, ,//, ,#,define,pb,push_back,#,define,pf,push_front,#,define,lb,lower_bound,#,define,ub,upper_bound ,#,define,all,(,v,),v,.,begin,(,),,,v,.,end,(,),#,define,rall,(,v,),v,.,rbegin,(,),,,v,.,rend,(,), ,#,define,ii,pair,<,int,,,int,>,#,define,iii,pair,<,int,,,ii,>,#,define,iiii,pair,<,ii,,,ii,>, ,#,define,debugList,(,A,),if,(,debug,),{,cerr,<<,"",? ,"",<<,#,A,<<,"",: ,"",;,if,(,debug,),{,bool,leonelCheems,=,0,;,cerr,<<,"",[ ,"",;,for,(,auto,x,:,A,),{,if,(,!,leonelCheems,),cerr,<<,x,,,leonelCheems,=,1,;,else,cerr,<<,"", , ,"",<<,x,;,},cerr,<<,"", ],"",<<,endl,;,},},#,define,debugVar,(,A,),if,(,debug,),{,cerr,<<,"",? ,"",<<,#,A,<<,"", : ,"",<<,A,<<,endl,;,},#,define,debugPair,(,a,,,b,),if,(,debug,),{,cerr,<<,"",?? ,"",<<,#,a,<<,"", : ,"",<<,a,<<,"", | ,"",<<,#,b,<<,"", : ,"",<<,b,<<,endl,;,},#,define,printList,(,A,),bool,leonelCheems,=,0,;,for,(,auto,x,:,A,),{,if,(,!,leonelCheems,),{,cout,<<,x,;,leonelCheems,=,1,;,},else,{,cout,<<,"","",<<,x,;,},},cout,<<,endl,;,#,define,debugIterablePairs,(,P,),if,(,debug,),{,cerr,<<,"",? ,"",<<,#,P,<<,"", : ,"",;,cerr,<<,"",{ ,"",<<,endl,;,for,(,auto,it,:,P,),{,cerr,<<,"",    ,"",<<,it,.,first,<<,"", -> ,"",<<,it,.,second,<<,endl,;,},cerr,<<,"",} ,"",<<,endl,;,},#,define,debugGraph,(,GP,),if,(,debug,),{,cerr,<<,"",? ,"",<<,#,GP,<<,"", = ,"",;,cerr,<<,"",{ ,"",<<,endl,;,int,cntNodes,=,0,;,for,(,vi,adj,:,GP,),{,if,(,adj,.,size,(,),),{,cerr,<<,"",   ,"",;,cerr,<<,cntNodes,<<,"", => ,"",;,debugList,(,adj,),},cntNodes,++,;,},cerr,<<,"",},"",<<,endl,;,},#,define,debugGraphWeight,(,GP,),if,(,debug,),{,cerr,<<,"",? ,"",<<,#,GP,<<,"", = {,"",<<,endl,;,int,cntNodes,=,0,;,for,(,auto,it,:,GP,),{,if,(,it,.,size,(,),),{,cerr,<<,cntNodes,<<,"", => [ ,"",;,for,(,auto,iter,:,it,),{,cerr,<<,iter,.,first,<<,"",-w{,"",<<,iter,.,second,<<,"",} ,"",;,},cerr,<<,"",],"",<<,endl,;,},cntNodes,++,;,},},#,define,executeTime,cerr,<<,"",Time elapsed: ,"",<<,1.0,*,clock,(,),/,CLOCKS_PER_SEC,<<,"", s.\n,"",;, ,#,define,FOR,(,i,,,l,,,r,),for,(,int,i,=,l,;,i,<,r,;,i,++,), ,typedef,vector,<,int,>,vi,;,typedef,vector,<,ii,>,vii,;,typedef,vector,<,ll,>,vll,;, ,const,int,N,=,2e5,+,9,;,const,int,mod,=,1e9,+,7,;,const,int,inf,=,2e9,+,9,;,const,ll,modL,=,1e9,+,7,;,const,ll,infL,=,2e18,+,9,;,const,double,pi,=,acos,(,-,1,),;, ,/*,*/,//,bool,debug,=,{,0,},;, ,vector,<,int,>,A,(,N,,,0,),;, ,void,cumbia420PaLosNegros,(,int,testCase,),{,/*,*/,set,<,int,>,S,;,int,n,;,cin,>>,n,;,FOR,(,i,,,0,,,n,),{,int,x,;,cin,>>,x,;,S,.,insert,(,x,),;,},int,idx,=,0,;,for,(,int,x,:,S,),{,A,[,idx,],=,x,;,idx,++,;,},if,(,debug,),{,FOR,(,i,,,0,,,idx,),{,cerr,<<,A,[,i,],<<,"","",;,},cerr,<<,endl,;,}, ,int,ans,=,1,;, ,FOR,(,it,,,0,,,idx,),{,int,look,=,A,[,it,],+,n,;,int,i,=,it,,,j,=,idx,-,1,;,int,m,;,int,itt,=,32,;,while,(,i,<,j,&&,itt,--,),{,m,=,(,i,+,j,),/,2,;,if,(,A,[,m,],<,look,),{,i,=,m,;,},else,{,j,=,m,-,1,;,},},while,(,j,>,it,&&,A,[,j,],>=,look,),j,--,;,debugPair,(,it,,,j,),;,ans,=,max,(,ans,,,(,j,-,it,+,1,),),;,},debugVar,(,ans,),;,cout,<<,ans,<<,endl,;,},int,main,(,),{,cin,.,tie,(,0,),;,ios_base,::,sync_with_stdio,(,0,),;,init,(,),;,int,t,=,1,;,cin,>>,t,;,FOR,(,i,,,1,,,t,+,1,),cumbia420PaLosNegros,(,i,),;,return,0,;,},void,init,(,),{,cerr,<<,"",mira que te como hermanoo !!! ,"",<<,endl,;,}",124,7372800
245947800,"#,include,<,bits/stdc++.h,>, ,using,namespace,std,;, ,//,},template,<,typename,T,>,ostream,&,operator,<<,(,ostream,&,os,,,const,vector,<,T,>,&,v,),{,os,<<,"",{,"",;,for,(,auto,it,=,v,.,begin,(,),;,it,!=,v,.,end,(,),;,++,it,),{,if,(,it,!=,v,.,begin,(,),),os,<<,"",, ,"",;,os,<<,*,it,;,},return,os,<<,"",},"",;,},template,<,typename,T,>,ostream,&,operator,<<,(,ostream,&,os,,,const,set,<,T,>,&,v,),{,os,<<,"",[,"",;,for,(,auto,it,=,v,.,begin,(,),;,it,!=,v,.,end,(,),;,++,it,),{,if,(,it,!=,v,.,begin,(,),),os,<<,"",, ,"",;,os,<<,*,it,;,},return,os,<<,"",],"",;,},template,<,typename,T,>,ostream,&,operator,<<,(,ostream,&,os,,,const,multiset,<,T,>,&,v,),{,os,<<,"",[,"",;,for,(,auto,it,=,v,.,begin,(,),;,it,!=,v,.,end,(,),;,++,it,),{,if,(,it,!=,v,.,begin,(,),),os,<<,"",, ,"",;,os,<<,*,it,;,},return,os,<<,"",],"",;,},template,<,typename,F,,,typename,S,>,ostream,&,operator,<<,(,ostream,&,os,,,const,map,<,F,,,S,>,&,v,),{,os,<<,"",[,"",;,for,(,auto,it,=,v,.,begin,(,),;,it,!=,v,.,end,(,),;,++,it,),{,if,(,it,!=,v,.,begin,(,),),os,<<,"",, ,"",;,os,<<,it,->,first,<<,"", = ,"",<<,it,->,second,;,},return,os,<<,"",],"",;,},#,define,dbg,(,args,.,.,.,),do,{,cerr,<<,#,args,<<,"", : ,"",;,arif,(,args,),;,},while,(,0,),clock_t,tStart,=,clock,(,),;,#,define,timeStamp,dbg,(,"",Execution Time: ,"",,,(,double,),(,clock,(,),-,tStart,),/,CLOCKS_PER_SEC,),void,arif,(,),{,cerr,<<,endl,;,},template,<,typename,T,>,void,arif,(,T,a,[,],,,int,n,),{,for,(,int,i,=,0,;,i,<,n,;,++,i,),cerr,<<,a,[,i,],<<,',',;,cerr,<<,endl,;,},template,<,typename,T,,,typename,.,.,.,hello,>,void,arif,(,T,arg,,,const,hello,&,.,.,.,rest,),{,cerr,<<,arg,<<,',',;,arif,(,rest,.,.,.,),;,}, ,#,define,db,long,long,#,define,ll,long,long,#,define,int,ll,#,define,vi,vector,<,int,>,#,define,vs,vector,<,string,>,#,define,vpi,vector,<,pair,<,int,,,int,>>,#,define,vpd,vector,<,pair,<,double,,,double,>>,#,define,vps,vector,<,pair,<,string,,,string,>>,#,define,mp,(,x,,,y,),make_pair,(,x,,,y,),#,define,pb,(,x,),push_back,(,x,),#,define,pp,(,x,),pop_back,(,x,),#,define,fr,(,cont,),for,(,auto,&,i,:,(,cont,),),#,define,all,(,cont,),cont,.,begin,(,),,,cont,.,end,(,),#,define,rall,(,cont,),cont,.,rbegin,(,),,,cont,.,rend,(,), ,//,const,ll,mod,=,1000000007,;,//,const,ll,MXI,=,1e9,+,5,;,const,ll,MXL,=,1e18,+,5,;,const,ll,INF,=,1e9,+,5,;,const,ll,INFLL,=,1e18,+,5,;,const,ll,eps,=,1e-9,;, ,//,swap,(,a,,,b,),;,},return,a,;,},ll,lcm,(,ll,a,,,ll,b,),{,return,(,a,/,gcd,(,a,,,b,),*,b,),;,},ll,ncr,(,ll,a,,,ll,b,),{,ll,x,=,max,(,a,-,b,,,b,),,,ans,=,1,;,for,(,ll,K,=,a,,,L,=,1,;,K,>=,x,+,1,;,K,--,,,L,++,),{,ans,=,ans,*,K,;,ans,/,=,L,;,},return,ans,;,},ll,egcd,(,ll,a,,,ll,b,,,ll,&,x,,,ll,&,y,),{,if,(,a,==,0,),{,x,=,0,;,y,=,1,;,return,b,;,},ll,x1,,,y1,;,ll,d,=,egcd,(,b,%,a,,,a,,,x1,,,y1,),;,x,=,y1,-,(,b,/,a,),*,x1,;,y,=,x1,;,return,d,;,},//,//,},db,pytha,(,db,x1,,,db,x2,,,db,y1,,,db,y2,),{,return,sqrt,(,(,pow,(,(,x2,-,x1,),,,2,),),+,(,pow,(,(,y2,-,y1,),,,2,),),),;,},//,},double,make_degree,(,double,x,),{,return,(,x,*,180,),/,pi,;,},ll,binmul,(,ll,a,,,ll,b,,,ll,p,),{,ll,res,=,0,ll,;,while,(,b,),{,if,(,b,&,1,),res,=,(,res,+,a,),%,p,,,b,--,;,else,a,=,(,a,+,a,),%,p,,,b,/,=,2,;,},return,res,;,},//,while,(,b,),{,if,(,b,&,1,),res,=,binmul,(,res,,,a,,,p,),,,b,--,;,else,a,=,binmul,(,a,,,a,,,p,),,,b,/,=,2,;,},return,res,;,},//,},//,int,i,=,0,;,while,(,n,>,0,),{,s,=,to_string,(,n,%,2,),+,s,;,n,=,n,/,2,;,i,++,;,},return,s,;,},ll,binaryToDecimal,(,string,n,),{,string,num,=,n,;,ll,dec_value,=,0,;,int,base,=,1,;,int,len,=,num,.,length,(,),;,for,(,int,i,=,len,-,1,;,i,>=,0,;,i,--,),{,if,(,num,[,i,],==,',1,',),dec_value,+=,base,;,base,=,base,*,2,;,},return,dec_value,;,},ll,factorial,(,int,n,),{,long,long,fact,=,1,;,int,md,=,998244353,;,for,(,int,i,=,1,;,i,<=,n,;,i,++,),{,fact,=,(,fact,*,i,),%,md,;,},return,fact,;,},void,substring,(,string,s,),{,for,(,int,i,=,0,;,i,<=,s,.,size,(,),;,i,++,),{,for,(,int,j,=,0,;,j,<=,s,.,size,(,),-,i,;,j,++,),{,int,l,=,j,+,i,-,1,;,for,(,int,k,=,i,;,k,<=,l,;,k,++,),cout,<<,s,[,k,],;,cout,<<,endl,;,},},},void,permutation,(,vector,<,ll,>,v,),{,sort,(,all,(,v,),),;,cout,<<,"",All possible permutations with the elements:\n,"",;,do,{,for,(,int,i,=,0,;,i,<,v,.,size,(,),;,i,++,),cout,<<,v,[,i,],<<,"","",;,cout,<<,endl,;,},while,(,next_permutation,(,all,(,v,),),),;,},//,else,return,!,(,x,&,(,x,-,1,),),;,},ll,powss,(,ll,a,,,ll,p,),{,if,(,p,==,0,),return,1,;,if,(,p,==,1,),return,a,;,else,if,(,p,&,1,),{,return,a,*,powss,(,a,*,a,,,p,/,2,),;,},else,{,return,powss,(,a,*,a,,,p,/,2,),;,},},string,big_add,(,string,a,,,string,b,),{,string,ans,;,if,(,a,.,size,(,),>,b,.,size,(,),),{,while,(,b,.,size,(,),!=,a,.,size,(,),),b,=,',0,',+,b,;,},else,{,while,(,a,.,size,(,),!=,b,.,size,(,),),a,=,',0,',+,a,;,},int,carry,=,0,;,for,(,int,i,=,a,.,size,(,),-,1,;,i,>=,0,;,i,--,),{,int,x,=,a,[,i,],-,',0,',;,int,y,=,b,[,i,],-,',0,',;,int,sum,=,x,+,y,+,carry,;,if,(,sum,>=,10,),{,carry,=,1,;,sum,%=,10,;,},else,carry,=,0,;,ans,+=,sum,+,',0,',;,},if,(,carry,),ans,+=,',1,',;,reverse,(,all,(,ans,),),;,return,ans,;,},string,big_sub,(,string,a,,,string,b,),{,string,ans,;,if,(,a,.,size,(,),>,b,.,size,(,),),{,while,(,b,.,size,(,),!=,a,.,size,(,),),b,=,',0,',+,b,;,},else,{,while,(,a,.,size,(,),!=,b,.,size,(,),),a,=,',0,',+,a,;,},int,carry,=,0,;,for,(,int,i,=,a,.,size,(,),-,1,;,i,>=,0,;,i,--,),{,int,x,=,a,[,i,],-,',0,',;,int,y,=,b,[,i,],-,',0,',;,if,(,carry,),y,++,;,int,f,=,0,;,if,(,x,<,y,),{,x,+=,10,;,f,=,1,;,},int,sub,=,x,-,y,;,//,if,(,f,),carry,=,1,;,else,carry,=,0,;,},while,(,ans,.,back,(,),==,',0,',),ans,.,pop_back,(,),;,reverse,(,all,(,ans,),),;,return,ans,;,},int,charToint,(,char,ch,),{,return,ch,-,',0,',;,},char,intTochar,(,int,n,),{,return,48,+,n,;,/*,*/,}, ,bool,cmp,(,const,pair,<,string,,,int,>,&,A,,,const,pair,<,string,,,int,>,&,B,),{,if,(,A,.,first,==,B,.,first,),return,A,.,second,>,B,.,second,;,else,return,A,.,first,<,B,.,first,;,},/*,*/,void,solve,(,),{,/*,*/,int,n,;,cin,>>,n,;,int,t,=,n,;,vi,vc,(,n,),;,fr,(,vc,),cin,>>,i,;,sort,(,all,(,vc,),),;,vc,.,erase,(,unique,(,all,(,vc,),),,,vc,.,end,(,),),;,n,=,vc,.,size,(,),;,int,ans,=,0,,,l,=,0,,,r,=,0,;,while,(,l,<,n,and,r,<,n,and,l,<=,r,),{,if,(,vc,[,r,],-,vc,[,l,],<=,t,-,1,),{,ans,=,max,(,ans,,,r,-,l,+,1,),;,r,++,;,},else,l,++,;,},cout,<<,ans,<<,endl,;,}, ,int32_t,main,(,),{,ios_base,::,sync_with_stdio,(,false,),;,cin,.,tie,(,NULL,),;,cout,.,tie,(,NULL,),;,//,int,t,=,1,;,cin,>>,t,;,while,(,t,--,),solve,(,),;, ,//,return,0,;,},/*,*/",92,1638400
245941295,"#,include,<,iostream,>,#,include,<,map,>,#,include,<,vector,>,#,include,<,algorithm,>,using,namespace,std,;,void,solve,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,(,n,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),cin,>>,a,[,i,],;,sort,(,a,.,begin,(,),,,a,.,end,(,),),;,a,.,erase,(,unique,(,a,.,begin,(,),,,a,.,end,(,),),,,a,.,end,(,),),;,int,j,=,0,,,res,=,0,;,for,(,int,i,=,0,;,i,<,a,.,size,(,),;,i,++,),{,while,(,a,[,i,],-,a,[,j,],>=,n,),j,++,;,res,=,max,(,res,,,i,-,j,+,1,),;,},cout,<<,res,<<,endl,;,},int,main,(,),{,int,T,;,cin,>>,T,;,while,(,T,--,),solve,(,),;,}",436,819200
246723571,"#,include,<,bits/stdc++.h,>,#,define,ll,long,longusing,namespace,std,;, ,int,main,(,),{,ll,t,;,cin,>>,t,;,while,(,t,--,),{,ll,n,;,cin,>>,n,;,set,<,ll,>,st,;,for,(,ll,i,=,0,;,i,<,n,;,i,++,),{,ll,x,;,cin,>>,x,;,st,.,insert,(,x,),;,},vector,<,ll,>,arr,;,for,(,auto,&,it,:,st,),{,arr,.,push_back,(,it,),;,},ll,ans,=,0,;,for,(,ll,i,=,0,;,i,<,arr,.,size,(,),;,i,++,),{,auto,it,=,lower_bound,(,arr,.,begin,(,),,,arr,.,end,(,),,,arr,[,i,],+,n,),;,ll,d,=,it,-,arr,.,begin,(,),-,i,;,ans,=,max,(,ans,,,d,),;,},cout,<<,ans,<<,endl,;,},return,0,;,}, , , ",467,13926400
251684301,"#,include,<,bits/stdc++.h,>,using,namespace,std,;,const,int,N,=,2e5,+,5,;, ,int,T,;,int,n,;,int,s,[,N,],;,bool,v,[,N,],;, ,int,main,(,),{,scanf,(,"",%d,"",,,&,T,),;,while,(,T,--,),{,scanf,(,"",%d,"",,,&,n,),;,int,ans,=,0,;,memset,(,v,,,0,,,sizeof,(,v,),),;,for,(,int,i,=,1,;,i,<=,n,;,i,++,),scanf,(,"",%d,"",,,&,s,[,i,],),;,sort,(,s,+,1,,,s,+,1,+,n,),;,int,k,=,unique,(,s,+,1,,,s,+,1,+,n,),-,(,s,+,1,),;,int,l,=,1,,,r,=,1,;,while,(,r,<=,k,),{,if,(,s,[,r,],-,s,[,l,],<,n,),{,ans,=,max,(,ans,,,r,-,l,+,1,),;,r,++,;,},else,l,++,;,},printf,(,"",%d\n,"",,,ans,),;,},return,0,;,}",171,1024000
254702037,"//, ,int,t,,,n,;,int,a,[,200005,],,,b,[,200005,],;,int,ans,;, ,int,main,(,),{,scanf,(,"",%d,"",,,&,t,),;,while,(,t,--,),{,scanf,(,"",%d,"",,,&,n,),;,for,(,int,i,=,1,;,i,<=,n,;,i,++,),{,scanf,(,"",%d,"",,,&,a,[,i,],),;,},sort,(,a,+,1,,,a,+,n,+,1,),;,int,m,=,1,;,b,[,1,],=,a,[,1,],;,for,(,int,i,=,2,;,i,<=,n,;,i,++,),{,if,(,a,[,i,],!=,a,[,i,-,1,],),b,[,++,m,],=,a,[,i,],;,},ans,=,0,;,for,(,int,s,=,1,,,t,=,1,;,s,<=,m,;,s,++,),{,while,(,t,<,m,&&,b,[,t,+,1,],-,b,[,s,],<,n,),t,++,;,//,ans,=,max,(,ans,,,t,-,s,+,1,),;,},printf,(,"",%d\n,"",,,ans,),;,},return,0,;,}",93,1638400
246368208,"#,include,<,bits/stdc++.h,>,#,define,ll,long,long,#,define,pb,push_back,#,define,mp,make_pair,#,define,vii,vector,<,int,,,int,>,#,define,vll,vector,<,ll,,,ll,>,#,define,vi,vector,<,int,>,#,define,vl,vector,<,ll,>,#,define,IOS,ios_base,::,sync_with_stdio,(,0,),;,cin,.,tie,(,0,),;, ,using,namespace,std,;, , ,void,solve,(,),{,int,n,;,cin,>>,n,;,vi,v,(,n,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),cin,>>,v,[,i,],;,sort,(,v,.,begin,(,),,,v,.,end,(,),),;,v,.,resize,(,unique,(,v,.,begin,(,),,,v,.,end,(,),),-,v,.,begin,(,),),;,int,ans,=,0,,,cnt,=,0,;,for,(,int,i,=,0,;,i,<,v,.,size,(,),;,i,++,),{,while,(,v,[,i,],-,v,[,cnt,],>,n,-,1,),{,cnt,++,;,},ans,=,max,(,ans,,,i,-,cnt,+,1,),;,},cout,<<,ans,<<,',\n,',;,},int,main,(,),{,IOS,;,int,t,;,cin,>>,t,;,while,(,t,--,),solve,(,),;,return,0,;,}, , ",109,819200
245802435,"#,include,<,bits/stdc++.h,>, ,using,namespace,std,;, ,namespace,{, ,template,<,typename,T1,,,typename,T2,>,istream,&,operator,>>,(,istream,&,input,,,pair,<,T1,,,T2,>,&,p,),{,return,input,>>,p,.,first,>>,p,.,second,;,}, ,template,<,typename,T1,,,typename,T2,>,ostream,&,operator,<<,(,ostream,&,output,,,const,pair,<,T1,,,T2,>,&,p,),{,return,output,<<,p,.,first,<<,',',<<,p,.,second,;,}, ,template,<,typename,T,>,istream,&,operator,>>,(,istream,&,input,,,vector,<,T,>,&,v,),{,for,(,auto,&,x,:,v,),input,>>,x,;,return,input,;,}, ,template,<,typename,T,>,ostream,&,operator,<<,(,ostream,&,output,,,const,vector,<,T,>,&,v,),{,if,(,!,v,.,empty,(,),),{,auto,it,=,v,.,cbegin,(,),;,for,(,output,<<,*,it,++,;,it,!=,v,.,cend,(,),;,output,<<,',',<<,*,it,++,),;,},return,output,;,}, ,template,<,typename,T,>,void,print,(,const,T,&,v,),{,cout,<<,v,<<,',\n,',;,}, ,void,print,(,bool,v,),{,constexpr,const,char,*,s,[,2,],=,{,"",NO,"",,,"",YES,"",},;,cout,<<,s,[,v,],<<,',\n,',;,}, ,template,<,typename,.,.,.,T,>,void,answer,(,T,&&,.,.,.,args,),{,(,print,(,forward,<,T,>,(,args,),),,,.,.,.,),;,}, ,},//,cin,>>,n,;, ,vector,<,int,>,a,(,n,),;,cin,>>,a,;, ,sort,(,a,.,begin,(,),,,a,.,end,(,),),;,a,.,erase,(,unique,(,a,.,begin,(,),,,a,.,end,(,),),,,a,.,end,(,),),;, ,//, ,int,k,=,0,;,for,(,int,i,=,0,,,j,=,0,;,i,<,a,.,size,(,),;,++,i,),{,while,(,j,<,a,.,size,(,),&&,a,[,i,],+,n,>,a,[,j,],),++,j,;, ,k,=,max,(,k,,,j,-,i,),;,}, ,answer,(,k,),;,}, ,int,main,(,),{,unsigned,t,=,1,;,cin,>>,t,;, ,for,(,unsigned,i,=,1,;,i,<=,t,;,++,i,),test_case,(,i,),;, ,return,0,;,}",296,819200
245914525,"#,include,<,bits/stdc++.h,>,using,namespace,std,;, ,int,main,(,),{,#,ifndef,ONLINE_JUDGE,freopen,(,"",input.txt,"",,,"",r,"",,,stdin,),;,freopen,(,"",output.txt,"",,,"",w,"",,,stdout,),;,#,endif,ios_base,::,sync_with_stdio,(,false,),;,cin,.,tie,(,nullptr,),;, ,int,t,=,1,;,cin,>>,t,;, ,while,(,t,--,),{,int,n,;,cin,>>,n,;,set,<,int,>,s,;,for,(,int,i,=,0,;,i,<,n,;,++,i,),{,int,x,;,cin,>>,x,;,s,.,insert,(,x,),;,},vector,<,int,>,a,;,for,(,int,it,:,s,),a,.,push_back,(,it,),;,int,res,=,0,,,prev,=,0,;,for,(,int,i,=,0,;,i,<,a,.,size,(,),;,++,i,),{,while,(,a,[,i,],-,a,[,prev,],>=,n,),{,++,prev,;,},res,=,max,(,res,,,i,-,prev,+,1,),;,},cout,<<,res,<<,endl,;,},return,0,;,}",140,11776000
247576150,"//, ,//,typedef,unsigned,long,long,ull,;,typedef,long,double,lld,;, , ,void,solve,(,),{,ll,n,;,cin,>>,n,;,vector,<,ll,>,v,(,n,),;, ,for,(,auto,&,it,:,v,),cin,>>,it,;, ,sort,(,v,.,begin,(,),,,v,.,end,(,),),;,v,.,resize,(,unique,(,v,.,begin,(,),,,v,.,end,(,),),-,v,.,begin,(,),),;,int,start,=,0,;,int,ans,=,1,;,for,(,int,stop,=,0,;,stop,<,v,.,size,(,),;,stop,++,),{,while,(,v,[,stop,],-,v,[,start,],>=,n,),{,start,++,;,}, ,ans,=,max,(,ans,,,stop,-,start,+,1,),;,}, ,cout,<<,ans,<<,endl,;,}, , ,int,main,(,),{,std,::,ios,::,sync_with_stdio,(,false,),;,std,::,cin,.,tie,(,nullptr,),;,int,tc,=,1,;,cin,>>,tc,;,while,(,tc,--,),{,solve,(,),;,},}",93,1638400
249507205,"#,include,<,bits/stdc++.h,>, ,#,pragma,GCC,optimize,(,"",Ofast,"",),#,pragma,GCC,optimize,(,"",unroll-loops,"",),#,pragma,GCC,target,(,"",avx2,"",), ,#,define,Precizne,ios_base,::,sync_with_stdio,(,0,),;,cin,.,tie,(,0,),;,#,define,int,long,long,#,define,INF,(,t,),numeric_limits,<,t,>,::,max,(,),#,define,endl,"",\n,"",#,define,trc,(,x,),cerr,<<,#,x,<<,"", => ,"",<<,x,<<,endl using,namespace,std,;, ,void,zero,(,),{,int,n,;,cin,>>,n,;,set,<,int,>,s,;,vector,<,int,>,a,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,int,x,;,cin,>>,x,;,if,(,s,.,find,(,x,),==,s,.,end,(,),),{,s,.,insert,(,x,),;,a,.,push_back,(,x,),;,},},sort,(,a,.,begin,(,),,,a,.,end,(,),),;,int,ans,=,-,INF,(,int,),;,int,m,=,a,.,size,(,),;,for,(,int,i,=,0,;,i,<,m,;,i,++,),{,int,idx,=,upper_bound,(,a,.,begin,(,),,,a,.,end,(,),,,a,[,i,],+,n,-,1,),-,a,.,begin,(,),;,ans,=,max,(,ans,,,idx,-,i,),;,},cout,<<,ans,<<,endl,;,}, ,signed,main,(,),{,Precizne,#,ifndef,ONLINE_JUDGE,freopen,(,"",input.txt,"",,,"",r,"",,,stdin,),;,freopen,(,"",output.txt,"",,,"",w,"",,,stdout,),;,freopen,(,"",error.txt,"",,,"",w,"",,,stderr,),;,#,endif,int,t,=,1,;,cin,>>,t,;,for,(,int,i,=,1,;,i,<=,t,;,i,++,),{,//,#,ifndef,ONLINE_JUDGE,cerr,<<,"",Case #,"",<<,i,<<,"",: ,"",<<,endl,;,#,endif,zero,(,),;,}, ,#,ifndef,ONLINE_JUDGE,cerr,<<,"",Time: ,"",<<,(,float,),clock,(,),/,CLOCKS_PER_SEC,<<,"", secs,"",<<,endl,;,#,endif ,return,0,;,}",140,11776000
