id,tokens,time_consumed_millis,memory_consumed_bytes
249957352,"#,include,<,iostream,>,#,include,<,algorithm,>,#,include,<,vector,>,using,namespace,std,;,int,main,(,),{,ios,::,sync_with_stdio,(,false,),;,cin,.,tie,(,nullptr,),;, ,long,long,int,t,;,cin,>>,t,;,while,(,t,--,),{,long,long,int,n,;,cin,>>,n,;,vector,<,long,long,int,>,v,(,n,),;,for,(,long,long,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,v,[,i,],;,},long,long,int,c,=,0,,,max,=,0,,,sec,=,0,;,sort,(,v,.,begin,(,),,,v,.,end,(,),),;,v,.,erase,(,unique,(,v,.,begin,(,),,,v,.,end,(,),),,,v,.,end,(,),),;,for,(,int,i,=,0,;,i,<,v,.,size,(,),;,i,++,),{,//,j,<,v,.,size,(,),;,),{,//,j,++,;,if,(,max,<,c,),{,max,=,c,;,},},//,break,;,},c,=,(,lower_bound,(,v,.,begin,(,),,,v,.,end,(,),,,v,[,i,],+,n,),-,v,.,begin,(,),),-,i,;,-,i,+,1,;,if,(,max,<,c,),{,max,=,c,;,}, ,}, ,cout,<<,max,<<,endl,;,},return,0,;,}",124,1638400
250974403,"#,include,<,bits/stdc++.h,>,using,namespace,std,;, ,#,define,int,long,long,#,define,pb,push_back void,solve,(,),{,int,n,;,cin,>>,n,;,//,map,<,int,,,int,>,count,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,int,x,;,cin,>>,x,;,//,count,[,x,],++,;,},//,vector,<,int,>,new,Nums,;,//,//,}, ,int,cnt,=,0,;,int,i,=,0,;,for,(,int,j,=,new,Nums,.,size,(,),-,1,;,j,>,i,;,j,--,),{,int,temp,=,abs,(,new,Nums,[,i,],-,new,Nums,[,j,],),;,if,(,temp,<,n,),{,cnt,=,j,-,i,+,1,;,break,;,},},if,(,cnt,==,0,),cnt,++,;,cout,<<,cnt,<<,endl,;,}, ,int32_t,main,(,),{,ios_base,::,sync_with_stdio,(,false,),;,cin,.,tie,(,NULL,),;,int,t,;,cin,>>,t,;, ,while,(,t,--,),{,solve,(,),;,}, ,return,0,;,}",0,102400
250145261,"#,include,<,iostream,>,using,namespace,std,;,#,include,<,bits/stdc++.h,>,int,main,(,),{,int,t,;,cin,>>,t,;,while,(,t,--,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,(,n,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,a,[,i,],;,},sort,(,a,.,begin,(,),,,a,.,end,(,),),;,map,<,int,,,int,>,mp,;,int,k,=,1,;,while,(,k,<=,n,),{,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,if,(,i,!=,0,&&,a,[,i,],==,a,[,i,-,1,],),continue,;,else,{,mp,[,a,[,i,],+,k,],++,;,},},k,++,;,},int,maxi,=,INT_MIN,;,for,(,auto,it,=,mp,.,begin,(,),;,it,!=,mp,.,end,(,),;,it,++,),{,maxi,=,max,(,maxi,,,it,->,second,),;,},cout,<<,maxi,<<,endl,;,},return,0,;,}",1000,7372800
251192638,"//,#,define,ar,array,#,define,ll,long,long,#,define,ld,long,double,#,define,sza,(,x,),(,(,int,),x,.,size,(,),),#,define,all,(,a,),(,a,),.,begin,(,),,,(,a,),.,end,(,), ,#,define,FOR,(,a,,,b,,,c,),for,(,int,(,a,),=,(,b,),;,(,a,),<,(,c,),;,++,(,a,),),#,define,FORN,(,a,,,b,,,c,),for,(,int,(,a,),=,(,b,),;,(,a,),<=,(,c,),;,++,(,a,),),#,define,FORD,(,a,,,b,,,c,),for,(,int,(,a,),=,(,b,),;,(,a,),>=,(,c,),;,--,(,a,),),#,define,FORSQ,(,a,,,b,,,c,),for,(,int,(,a,),=,(,b,),;,(,a,),*,(,a,),<=,(,c,),;,++,(,a,),),#,define,FORC,(,a,,,b,,,c,),for,(,char,(,a,),=,(,b,),;,(,a,),<=,(,c,),;,++,(,a,),), ,const,int,MAX_N,=,1e5,+,5,;,const,ll,MOD,=,1e9,+,7,;,const,ll,INF,=,1e9,;,const,ld,EPS,=,1e-9,;, ,void,solve,(,),{,int,n,;,cin,>>,n,;,set,<,int,>,mset,;,vector,<,int,>,arr,;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,int,num,;,cin,>>,num,;,if,(,mset,.,find,(,num,),==,mset,.,end,(,),),arr,.,push_back,(,num,),;,mset,.,insert,(,num,),;,},sort,(,arr,.,begin,(,),,,arr,.,end,(,),),;,int,i,=,0,;,int,j,=,i,+,1,;,int,maxc,=,0,;,while,(,j,<,arr,.,size,(,),),{,if,(,arr,[,j,],-,arr,[,i,],<=,n,-,1,),j,++,;,else,maxc,=,max,(,maxc,,,(,j,-,i,),),,,i,++,;,},maxc,=,max,(,maxc,,,(,j,-,i,),),;,if,(,maxc,==,0,),{,cout,<<,1,<<,endl,;,return,;,},cout,<<,maxc,<<,endl,;,}, ,int,main,(,),{,ios_base,::,sync_with_stdio,(,0,),;,cin,.,tie,(,0,),;,cout,.,tie,(,0,),;,int,tc,;,cin,>>,tc,;,for,(,int,t,=,1,;,t,<=,tc,;,t,++,),{,//,solve,(,),;,},}",140,7680000
250469540,"#,include,<,bits/stdc++.h,>,#,include,<,cmath,>,#,include,<,string,>,using,namespace,std,;,#,define,ll,long,long,int,#,define,ld,long,double,#,define,endl,',\n,',#,define,yes,cout,<<,"",YES,"",<<,endl,#,define,no,cout,<<,"",NO,"",<<,endl,#,define,fast,ios,::,sync_with_stdio,(,0,),;,cin,.,tie,(,0,),;,cout,.,tie,(,0,),;,const,ll,mod,=,998244353,;,const,int,N,=,200100,;,const,int,INF1,=,1e9,;,const,ll,INF2,=,1e18,;, ,void,solve,(,),{,ll,n,;,cin,>>,n,;,vector,<,ll,>,arr,(,n,),;, ,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,arr,[,i,],;,}, ,sort,(,arr,.,begin,(,),,,arr,.,end,(,),),;, ,arr,.,resize,(,unique,(,arr,.,begin,(,),,,arr,.,end,(,),),-,arr,.,begin,(,),),;,//, ,//,i,<,n,;,i,++,),{,//,//,ll,i,=,0,,,j,=,0,;,ll,ans,=,0,;, ,while,(,j,<,s,),{,if,(,temp,[,j,],-,temp,[,i,],>=,n,),{,i,++,;,},else,{,ans,=,max,(,ans,,,j,-,i,+,1,),;,j,++,;,},}, ,//, ,//,right,<,s,;,right,++,),{,//,//,//,}, ,int,main,(,),{,fast,int,t,=,1,;,cin,>>,t,;, ,while,(,t,--,),{,solve,(,),;,},}",78,3174400
250124884,"#,include,<,bits/stdc++.h,>,using,namespace,std,;,typedef,long,long,ll,;, ,template,<,class,T,>,istream,&,operator,>>,(,istream,&,stream,,,vector,<,T,>,&,v,),{,for,(,T,&,vi,:,v,),{,stream,>>,vi,;,},return,stream,;,},template,<,class,T,>,ostream,&,operator,<<,(,ostream,&,stream,,,vector,<,T,>,&,v,),{,for,(,T,&,vii,:,v,),{,stream,<<,vii,<<,"","",;,},return,stream,;,}, ,void,solve,(,),{,int,n,;,cin,>>,n,;,vector,<,int,>,a,(,n,),;,for,(,int,i,=,0,;,i,<,n,;,i,++,),{,cin,>>,a,[,i,],;,},sort,(,a,.,begin,(,),,,a,.,end,(,),),;,a,.,resize,(,unique,(,a,.,begin,(,),,,a,.,end,(,),),-,a,.,begin,(,),),;,int,pnt,=,0,,,ans,=,0,;,for,(,int,i,=,0,;,i,<,a,.,size,(,),;,i,++,),{,while,(,a,[,i,],-,a,[,pnt,],>=,n,),{,pnt,++,;,},ans,=,max,(,ans,,,i,-,pnt,+,1,),;,},cout,<<,ans,<<,endl,;,}, ,signed,main,(,),{,ll,t,=,1,;,cin,>>,t,;,while,(,t,--,),{,solve,(,),;,},}",436,819200
250296056,"//,#,define,int,long,long,int,t,,,n,;,int,a,[,100010,],;,int,ans,;,int,l,;,signed,main,(,),{,scanf,(,"",%d,"",,,&,t,),;,while,(,t,--,),{,ans,=,0,;,scanf,(,"",%d,"",,,&,n,),;,for,(,int,i,=,1,;,i,<=,n,;,i,++,),scanf,(,"",%d,"",,,&,a,[,i,],),;,sort,(,a,+,1,,,a,+,1,+,n,),;,int,k,=,unique,(,a,+,1,,,a,+,1,+,n,),-,a,-,1,;,for,(,int,l,=,1,,,r,=,1,;,r,<=,k,;,r,++,),{,while,(,a,[,l,],+,n,-,1,<,a,[,r,],),l,++,;,ans,=,max,(,ans,,,r,-,l,+,1,),;,},printf,(,"",%d\n,"",,,ans,),;,},return,0,;,}",1000,10342400
250254316,"#,include,<,bits/stdc++.h,>,#,include,<,ext/pb_ds/assoc_container.hpp,>, ,using,namespace,_,_,gnu_pbds,;,using,namespace,std,;,#,pragma,GCC,optimize,(,"",O3,unroll-loops,"",),#,pragma,GCC,target,(,"",sse4,"",),//,using,pll,=,pair,<,ll,,,ll,>,;,using,ld,=,long,double,;,using,ull,=,unsigned,long,long,;,using,vll,=,vector,<,ll,>,;,using,vld,=,vector,<,ld,>,;,using,vvll,=,vector,<,vector,<,ll,>>,;, ,using,vvpll,=,vector,<,vector,<,pll,>>,;,using,vst,=,vector,<,string,>,;,using,vpll,=,vector,<,pair,<,ll,,,ll,>>,;,using,vvch,=,vector,<,vector,<,char,>>,;,using,vch,=,vector,<,char,>,;,using,str,=,string,;,//,i,<,b,;,i,++,),#,define,rrep,(,i,,,a,,,b,),for,(,int,i,=,a,;,i,>,b,;,i,--,),#,define,fori,(,n,),for,(,ll,i,=,0,;,i,<,(,ll,),n,;,i,++,),#,define,forj,(,n,),for,(,ll,j,=,0,;,j,<,(,ll,),n,;,j,++,),#,define,fork,(,n,),for,(,ll,k,=,0,;,k,<,(,ll,),n,;,k,++,), ,#,define,all,(,x,),x,.,begin,(,),,,x,.,end,(,),#,define,pb,(,x,),push_back,(,x,),#,define,eb,emplace_back,#,define,em,emplace,#,define,pu,push,#,define,fi,first,#,define,se,second,#,define,in,(,x,),insert,(,x,),#,define,re,return,#,define,ba,(,x,),x,.,back,(,), ,#,define,IN,(,a,,,n,),vector,<,ll,>,a,(,n,),;,forj,(,n,),cin,>>,a,[,j,],#,define,INu,(,a,,,n,),vector,<,ull,>,a,(,n,),;,forj,(,n,),cin,>>,a,[,j,],#,define,VVLL,(,a,,,n,,,m,),vvll,a,(,n,,,vll,(,m,,,0,),),#,define,VVVLL,(,a,,,n,,,m,,,k,),vector,<,vvll,>,a,(,n,,,vvll,(,m,,,vll,(,k,,,0,),),), ,//,re,in,;,}, ,std,::,istream,&,operator,>>,(,std,::,istream,&,in,,,vll,&,a,),{,for,(,auto,&,i,:,a,),{,in,>>,i,;,},re,in,;,}, , ,void,amax,(,ll,&,x,,,ll,y,),{,x,=,max,(,x,,,y,),;,}, ,void,amax,(,ld,&,x,,,ld,y,),{,x,=,max,(,x,,,y,),;,}, ,void,amax,(,pll,&,x,,,pll,y,),{,x,=,max,(,x,,,y,),;,}, ,void,amin,(,ll,&,x,,,ll,y,),{,x,=,min,(,x,,,y,),;,}, ,void,amin,(,pll,&,x,,,pll,y,),{,x,=,min,(,x,,,y,),;,}, ,void,print,(,vll,x,),{,for,(,auto,i,:,x,),cout,<<,i,<<,"","",;,cout,<<,',\n,',;,}, ,void,printp,(,vpll,x,),{,for,(,auto,i,:,x,),cout,<<,i,.,first,<<,"","",<<,i,.,second,<<,"",\n,"",;,}, ,void,printv,(,vvll,x,),{,for,(,auto,i,:,x,),{,for,(,auto,j,:,i,),cout,<<,j,<<,"","",;,cout,<<,',\n,',;,},}, ,bool,rev,(,ll,x,,,ll,y,),{,return,x,>,y,;,}, ,pll,mp,(,ll,x,,,ll,y,),{,return,make_pair,(,x,,,y,),;,}, , ,ll,inf,=,1e9,;, , ,int,main,(,),{,ll,t,;,cin,>>,t,;,while,(,t,--,),{,ll,n,;,cin,>>,n,;,set,<,ll,>,s,;,ll,now,;,fori,(,n,),{,cin,>>,now,;,s,.,insert,(,now,),;,},vector,<,ll,>,a,;,for,(,auto,i,:,s,),{,a,.,push_back,(,i,),;,},ll,st,=,a,[,a,.,size,(,),-,1,],+,1,;,ll,ans,=,1,;,for,(,ll,i,=,st,;,i,>,a,[,0,],;,--,i,),{,vector,<,bool,>,clr,(,n,+,1,,,0,),;,now,=,0,;,forj,(,a,.,size,(,),),{,if,(,i,-,a,[,j,],<=,n,&&,i,-,a,[,j,],>,0,&&,clr,[,i,-,a,[,j,],],!=,1,),{,clr,[,i,-,a,[,j,],],=,1,;,++,now,;,},},if,(,now,>,ans,),ans,=,now,;,}, ,cout,<<,ans,<<,"",\n,"",;, ,},return,0,;,}",1000,10342400
250635286,"#,include,"",bits/stdc++.h,"",//,#,define,int,long,long,#,define,all,(,x,),(,x,),.,begin,(,),,,(,x,),.,end,(,),#,define,endl,"",\n,"",#,define,uniq,(,v,),(,v,),.,erase,(,unique,(,all,(,v,),),,,(,v,),.,end,(,),),#,define,sz,(,x,),(,int,),(,(,x,),.,size,(,),),#,define,debug,(,x,),cout,<<,#,x,<<,"",  ,"",<<,x,<<,"",\n,"",#,define,vi,vector,<,int,>,#,define,mem,(,c,,,a,),memset,(,c,,,a,,,sizeof,(,c,),),#,define,setbit,(,x,),_,_,builtin_popcountll,(,x,),const,double,eps,=,1e-6,;,const,int,N,=,2e5,+,5,;,const,int,inf,=,1e18,;,//,const,int,mod,=,998244353,;, , , ,void,solve,(,int,t_case,),{,int,n,;,cin,>>,n,;, ,vi,a,(,n,),;,for,(,int,&,x,:,a,),cin,>>,x,;, ,sort,(,all,(,a,),),;,uniq,(,a,),;,//, ,int,s,=,sz,(,a,),;,vi,pref,(,s,),;, ,for,(,int,i,=,1,;,i,<,s,;,i,++,),{,pref,[,i,],=,pref,[,i,-,1,],+,a,[,i,],-,a,[,i,-,1,],;,}, ,//, ,int,ans,=,1,;,int,res,=,-,1,;,int,L,=,2,,,R,=,s,;, ,while,(,L,<=,R,),{,int,l,=,(,L,+,R,),/,2,;,bool,ok,=,0,;,for,(,int,i,=,l,-,1,;,i,<,s,;,i,++,),{,int,tt,=,pref,[,i,],-,pref,[,i,-,(,l,-,1,),],+,1,LL,;,if,(,tt,<=,n,),{,ok,=,1,;,},},if,(,ok,),{,res,=,l,;,L,=,l,+,1,;,},else,R,=,l,-,1,;,}, ,ans,=,max,(,ans,,,res,),;,cout,<<,ans,<<,endl,;, , ,}, , , ,signed,main,(,),{,ios_base,::,sync_with_stdio,(,false,),;,cin,.,tie,(,0,),;,cout,.,tie,(,0,),;, ,//, ,#,ifndef,ONLINE_JUDGE,freopen,(,"",input.txt,"",,,"",r,"",,,stdin,),;,freopen,(,"",output.txt,"",,,"",w,"",,,stdout,),;,#,endif ,//,//, ,int,tests,=,1,;,cin,>>,tests,;, ,for,(,int,i,=,1,;,i,<=,tests,;,i,++,),solve,(,i,),;,return,0,;,}",78,3174400
249995210,"#,include,<,bits/stdc++.h,>,using,namespace,std,;,#,define,ll,long,longint,main,(,),{, ,int,test,;,cin,>>,test,;,for,(,int,i,=,0,;,i,<,test,;,i,++,),{,ll,n,;,cin,>>,n,;,vector,<,ll,>,v,;,set,<,ll,>,st,;,for,(,ll,i,=,0,;,i,<,n,;,i,++,),{,ll,value,;,cin,>>,value,;,v,.,push_back,(,value,),;,},for,(,ll,i,=,0,;,i,<,n,;,i,++,),{,st,.,insert,(,v,[,i,],),;,},vector,<,int,>,nums,;,for,(,auto,&,itr,:,st,),{,nums,.,push_back,(,itr,),;,},ll,size,=,0,;,for,(,ll,i,=,0,;,i,<,nums,.,size,(,),;,i,++,),{,auto,itr,=,lower_bound,(,nums,.,begin,(,),,,nums,.,end,(,),,,nums,[,i,],+,n,),;,ll,d,=,itr,-,nums,.,begin,(,),-,i,;,size,=,max,(,size,,,d,),;,},cout,<<,size,<<,endl,;,},}",483,10854400
